seqID,marker,cluster_id,cluster_probability,predicted_otu,classification_type,identity,pred_domain,pred_kingdom,pred_phylum,pred_class,pred_order,pred_family,pred_genus,pred_species,taxID,species_name,full_taxonomy,gt_domain,gt_kingdom,gt_phylum,gt_class,gt_order,gt_family,gt_genus,gt_species,has_taxonomy,has_ground_truth
KU233696.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1758161,Bembidion musae,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Zeactedium subgenus complex;Zeactedium;Bembidion musae,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion musae,True,True
KU233695.1,SSU,1158,1.0,Bembidarenas reicheellum,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidarenas,Bembidarenas reicheellum,1166946,Bembidarenas reicheellum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidarenini;Bembidarenas;Bembidarenas reicheellum,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidarenas,Bembidarenas reicheellum,True,True
GU214615.1,SSU,413,1.0,Teratosphaeria epicoccoides,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Teratosphaeria,Teratosphaeria epicoccoides,470147,Teratosphaeria epicoccoides,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Teratosphaeriaceae;Teratosphaeria;Teratosphaeria epicoccoides,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Teratosphaeria,Teratosphaeria epicoccoides,True,True
GU214594.1,SSU,2023,1.0,Staninwardia suttonii,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Staninwardia,Staninwardia suttonii,407955,Staninwardia suttonii,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Staninwardia;Staninwardia suttonii,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Staninwardia,Staninwardia suttonii,True,True
GU214570.1,SSU,1588,0.8602523,Oceanitis cincinnatula,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,,,Oceanitis,Oceanitis cincinnatula,1873960,Pseudocercospora fijiensis,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Pseudocercospora;Pseudocercospora fijiensis,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Pseudocercospora,Pseudocercospora fijiensis,True,True
GU214562.1,SSU,917,0.716653,Talaromyces purpureogenus,known_species,100.0,,,,,,,Talaromyces,Talaromyces purpureogenus,2059835,Exopassalora zambiae,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Exopassalora;Exopassalora zambiae,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Exopassalora,Exopassalora zambiae,True,True
GU214518.1,SSU,2023,1.0,Staninwardia suttonii,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Staninwardia,Staninwardia suttonii,1431936,Neocatenulostroma germanicum,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Teratosphaeriaceae;Neocatenulostroma;Neocatenulostroma germanicum,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Neocatenulostroma,Neocatenulostroma germanicum,True,True
GU214517.1,SSU,1784,1.0,Catenulostroma elginense,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Catenulostroma,Catenulostroma elginense,237593,Catenulostroma elginense,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Teratosphaeriaceae;Catenulostroma;Catenulostroma elginense,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Catenulostroma,Catenulostroma elginense,True,True
AY251093.2,SSU,2007,0.7046022,Acremonium guillematii,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,Sordariomycetes,Hypocreales,,Acremonium,Acremonium guillematii,29917,Cladosporium cladosporioides,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Cladosporiales;Cladosporiaceae;Cladosporium;Cladosporium cladosporioides,Eukaryota,Opisthokonta,Ascomycota,Dothideomycetes,,,Cladosporium,Cladosporium cladosporioides,True,True
FJ876982.1,SSU,1424,1.0,Uronychia sinica,known_species,100.0,Eukaryota,,Sar,Intramacronucleata,Euplotida,,Uronychia,Uronychia sinica,696194,Uronychia sinica,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Hypotrichia;Euplotida;Uronychiidae;Uronychia;Uronychia sinica,Eukaryota,,Sar,Intramacronucleata,Euplotida,,Uronychia,Uronychia sinica,True,True
KU975378.1,SSU,1143,1.0,Alofia merki,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,,,,Alofia,Alofia merki,1890380,Alofia merki,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Crustacea;Oligostraca;Ichthyostraca;Pentastomida;Porocephalida;Sebekidae;Alofia;Alofia merki,Eukaryota,Opisthokonta,Arthropoda,,,,Alofia,Alofia merki,True,True
JN170245.1,SSU,1077,0.6861832,Bembidion interventor,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion interventor,1166770,Bembidion variegatum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Eupetedromus;Bembidion variegatum,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion variegatum,True,True
JN170220.1,SSU,132,1.0,Bembidion proprium,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion proprium,1166776,Bembidion proprium,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Gondwanabembidion;Bembidion proprium,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion proprium,True,True
JN170204.1,SSU,935,1.0,Bembidion mimekara,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion mimekara,1088133,Bembidion mimekara,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Trichoplataphus;Bembidion mimekara,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion mimekara,True,True
JN170187.1,SSU,1077,1.0,Bembidion interventor,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion interventor,1166787,Bembidion interventor,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Hydrium subgenus complex;Hydrium;Bembidion interventor,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion interventor,True,True
JN170156.1,SSU,1077,1.0,Bembidion interventor,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion interventor,1166874,Bembidion breve,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Plataphus subgenus complex;Plataphus;Bembidion breve,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion breve,True,True
JN170154.1,SSU,779,1.0,Bembidion biguttatum,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion biguttatum,877741,Bembidion biguttatum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Philochthus;Bembidion biguttatum,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion biguttatum,True,True
JN170153.1,SSU,1077,0.85806286,Bembidion interventor,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion interventor,1166880,Bembidion basicorne,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Bembidion;Plataphus subgenus complex;Plataphus;Bembidion basicorne,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Bembidion,Bembidion basicorne,True,True
JN170137.1,SSU,731,1.0,Asaphidion alaskanum,known_species,100.0,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Asaphidion,Asaphidion alaskanum,931296,Asaphidion alaskanum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Panarthropoda;Arthropoda;Mandibulata;Pancrustacea;Hexapoda;Insecta;Dicondylia;Pterygota;Neoptera;Endopterygota;Coleoptera;Adephaga;Caraboidea;Carabidae;Trechinae;Bembidiini;Asaphidion;Asaphidion alaskanum,Eukaryota,Opisthokonta,Arthropoda,Insecta,Coleoptera,,Asaphidion,Asaphidion alaskanum,True,True
KT184334.1,SSU,1055,1.0,Eimeria ahsata,known_species,100.0,Eukaryota,,Sar,,,,Eimeria,Eimeria ahsata,155206,Eimeria ahsata,cellular organisms;Eukaryota;Sar;Alveolata;Apicomplexa;Conoidasida;Coccidia;Eucoccidiorida;Eimeriorina;Eimeriidae;Eimeria;Eimeria ahsata,Eukaryota,,Sar,,,,Eimeria,Eimeria ahsata,True,True
KU382041.1,SSU,220,1.0,Sonderopelta coriacea,known_species,100.0,Eukaryota,,Rhodophyta,Florideophyceae,,,Sonderopelta,Sonderopelta coriacea,173450,Atractophora hypnoides,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Bonnemaisoniales;Naccariaceae;Atractophora;Atractophora hypnoides,Eukaryota,,Rhodophyta,Florideophyceae,,,Atractophora,Atractophora hypnoides,True,True
KU382040.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1848512,Catenellopsis oligarthra,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gigartinales;Catenellopsidaceae;Catenellopsis;Catenellopsis oligarthra,Eukaryota,,Rhodophyta,Florideophyceae,,,Catenellopsis,Catenellopsis oligarthra,True,True
KU382039.1,SSU,283,0.68526095,Tanqua tiara,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Tanqua,Tanqua tiara,408198,Gracilariopsis andersonii,cellular organisms;Eukaryota;Rhodophyta;Florideophyceae;Rhodymeniophycidae;Gracilariales;Gracilariaceae;Gracilariopsis;Gracilariopsis andersonii,Eukaryota,,Rhodophyta,Florideophyceae,,,Gracilariopsis,Gracilariopsis andersonii,True,True
KJ680557.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1502665,Acineria incurvata,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Pleurostomatida;Litonotidae;Acineria;Acineria incurvata,Eukaryota,,Sar,Intramacronucleata,,,Acineria,Acineria incurvata,True,True
KJ680556.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1502659,Kentrophyllum verrucosum,cellular organisms;Eukaryota;Sar;Alveolata;Ciliophora;Intramacronucleata;Litostomatea;Haptoria;Pleurostomatida;Amphileptidae;Kentrophyllum;Kentrophyllum verrucosum,Eukaryota,,Sar,Intramacronucleata,,,Kentrophyllum,Kentrophyllum verrucosum,True,True
HQ901762.1,SSU,1958,1.0,Geranomyces hawaiiensis,known_species,100.0,Eukaryota,Opisthokonta,,,,,Geranomyces,Geranomyces hawaiiensis,1134079,Geranomyces hawaiiensis,cellular organisms;Eukaryota;Opisthokonta;Fungi;Fungi incertae sedis;Chytridiomycota;Chytridiomycota incertae sedis;Chytridiomycetes;Spizellomycetales;Powellomycetaceae;Geranomyces;Geranomyces hawaiiensis,Eukaryota,Opisthokonta,,,,,Geranomyces,Geranomyces hawaiiensis,True,True
JN856016.1,SSU,1948,1.0,Exophiala mesophila,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala mesophila,212818,Exophiala mesophila,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala mesophila,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala mesophila,True,True
JN856014.1,SSU,1517,1.0,Exophiala castellanii,known_species,100.0,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala castellanii,91922,Exophiala castellanii,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala mansonii,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala castellanii,True,True
JN856012.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,1033840,Exophiala aquamarina,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala aquamarina,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala aquamarina,True,True
JN856010.1,SSU,1151,0.94164574,Nephroselmis spinosa,known_species,100.0,Eukaryota,Viridiplantae,Chlorophyta,,,,Nephroselmis,Nephroselmis spinosa,91920,Exophiala alcalophila,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;Eurotiomycetes;Chaetothyriomycetidae;Chaetothyriales;Herpotrichiellaceae;Exophiala;Exophiala alcalophila,Eukaryota,Opisthokonta,Ascomycota,,,,Exophiala,Exophiala alcalophila,True,True
DQ834911.1,SSU,1608,1.0,Skvortzovia furfurella,known_species,100.0,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Skvortzovia,Skvortzovia furfurella,396589,Skvortzovia furfurella,cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;Agaricomycetes incertae sedis;Hymenochaetales;Hymenochaetales incertae sedis;Skvortzovia;Skvortzovia furfurella,Eukaryota,Opisthokonta,Basidiomycota,Agaricomycetes,,,Skvortzovia,Skvortzovia furfurella,True,True
AY284839.1,SSU,890,1.0,Diphterophora obesa,known_species,100.0,,,,,,,Diphterophora,Diphterophora obesa,,,,,,,,,,,,,False
AY284838.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,294388,Diphterophora obesa,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Diphterophoroidea;Diphterophoridae;Diphterophora;Diphterophora obesa,Eukaryota,Opisthokonta,Nematoda,,,,Diphterophora,Diphterophora obesa,True,True
AY284837.1,SSU,1192,1.0,Tylencholaimellus striatus,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Tylencholaimellus,Tylencholaimellus striatus,211349,Tylencholaimellus striatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Tylencholaimoidea;Tylencholaimellidae;Tylencholaimellus;Tylencholaimellus striatus,Eukaryota,Opisthokonta,Nematoda,,,,Tylencholaimellus,Tylencholaimellus striatus,True,True
AY284831.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,211371,Leptonchus granulosus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Tylencholaimoidea;Leptonchidae;Leptonchinae;Leptonchus;Leptonchus granulosus,Eukaryota,Opisthokonta,Nematoda,,,,Leptonchus,Leptonchus granulosus,True,True
AY284828.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,288457,Discolaimus major,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Dorylaimoidea;Qudsianematidae;Discolaiminae;Discolaimus;Discolaimus major,Eukaryota,Opisthokonta,Nematoda,,,,Discolaimus,Discolaimus major,True,True
AY284827.1,SSU,1209,0.9008656,Lithodesmioides polymorpha,known_species,100.0,Eukaryota,,Sar,,,,Lithodesmioides,Lithodesmioides polymorpha,289017,Carcharodiscus banaticus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimida incertae sedis;Carcharodiscus;Carcharodiscus banaticus,Eukaryota,Opisthokonta,Nematoda,,,,Carcharodiscus,Carcharodiscus banaticus,True,True
AY284820.1,SSU,548,1.0,Axonchium propinquum,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Axonchium,Axonchium propinquum,288455,Axonchium propinquum,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Belondiroidea;Belondiridae;Axonchiinae;Axonchium;Axonchium propinquum,Eukaryota,Opisthokonta,Nematoda,,,,Axonchium,Axonchium propinquum,True,True
AY284809.1,SSU,1107,1.0,Paraxonchium laetificans,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Paraxonchium,Paraxonchium laetificans,288434,Paraxonchium laetificans,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Dorylaimoidea;Aporcelaimidae;Paraxonchiinae;Paraxonchium;Paraxonchium laetificans,Eukaryota,Opisthokonta,Nematoda,,,,Paraxonchium,Paraxonchium laetificans,True,True
AY284805.1,SSU,1015,1.0,Microdorylaimus modestus,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Microdorylaimus,Microdorylaimus modestus,288480,Microdorylaimus modestus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Dorylaimoidea;Qudsianematidae;Qudsianematinae;Microdorylaimus;Microdorylaimus modestus,Eukaryota,Opisthokonta,Nematoda,,,,Microdorylaimus,Microdorylaimus modestus,True,True
AY284794.1,SSU,1015,1.0,Microdorylaimus modestus,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Microdorylaimus,Microdorylaimus modestus,288479,Thonus minutus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Dorylaimoidea;Qudsianematidae;Qudsianematinae;Thonus;Thonus minutus,Eukaryota,Opisthokonta,Nematoda,,,,Thonus,Thonus minutus,True,True
AY284788.1,SSU,1655,1.0,Pungentus silvestris,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Pungentus,Pungentus silvestris,289012,Pungentus silvestris,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Dorylaimoidea;Nordiidae;Pungentinae;Pungentus;Pungentus silvestris,Eukaryota,Opisthokonta,Nematoda,,,,Pungentus,Pungentus silvestris,True,True
AY284776.1,SSU,808,1.0,Dorylaimus stagnalis,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Dorylaimus,Dorylaimus stagnalis,288431,Dorylaimus stagnalis,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Dorylaimina;Dorylaimoidea;Dorylaimidae;Dorylaiminae;Dorylaimus;Dorylaimus stagnalis,Eukaryota,Opisthokonta,Nematoda,,,,Dorylaimus,Dorylaimus stagnalis,True,True
AY284774.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,211367,Paravulvus hartingii,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Nygolaimina;Nygolaimoidea;Nygolaimidae;Nygolaiminae;Paravulvus;Paravulvus hartingii,Eukaryota,Opisthokonta,Nematoda,,,,Paravulvus,Paravulvus hartingii,True,True
AY284773.1,SSU,1078,1.0,Clavicaudoides trophurus,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Clavicaudoides,Clavicaudoides trophurus,288561,Clavicaudoides trophurus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Dorylaimida;Nygolaimina;Nygolaimoidea;Nygolaimidae;Nygolaiminae;Clavicaudoides;Clavicaudoides trophurus,Eukaryota,Opisthokonta,Nematoda,,,,Clavicaudoides,Clavicaudoides trophurus,True,True
AY284767.1,SSU,981,1.0,Coomansus parvus,known_species,100.0,Eukaryota,Opisthokonta,Nematoda,,,,Coomansus,Coomansus parvus,293888,Coomansus parvus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Mononchida;Mononchina;Mononchoidea;Mononchidae;Mononchinae;Coomansus;Coomansus parvus,Eukaryota,Opisthokonta,Nematoda,,,,Coomansus,Coomansus parvus,True,True
AY284756.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,,,,,,,,,,,,,False
AY284746.1,SSU,380,0.78693,Saccharomyces cerevisiae,known_species,100.0,,,,,,,Saccharomyces,Saccharomyces cerevisiae,293874,Prionchulus punctatus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Dorylaimia;Mononchida;Mononchina;Mononchoidea;Mononchidae;Prionchulinae;Prionchulus;Prionchulus punctatus,Eukaryota,Opisthokonta,Nematoda,,,,Prionchulus,Prionchulus punctatus,True,True
AY284738.1,SSU,-1,0.0,Novel (Noise),noise,,,,,,,,,,211210,Alaimus parvus,cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Protostomia;Ecdysozoa;Nematoda;Enoplea;Enoplia;Enoplida;Alaimina;Alaimidae;Alaimus;Alaimus parvus,Eukaryota,Opisthokonta,Nematoda,,,,Alaimus,Alaimus parvus,True,True
